user_id,ticker,weight,interaction_type,interaction_count
user_7,EUOQ,0.0063,,
user_7,COST,0.0448,,
user_8,RSNS,0.1393,,
user_8,BA,0.0097,,
user_8,DJMC,0.0713,,
user_8,HEPPY,0.2764,,
user_8,ZWM,0.2023,,
user_8,ZFCI,0.027,,
user_8,WZETW,0.2741,,
user_9,LTWN,0.1374,,
user_9,MMM,0.0251,,
user_9,NVDA,0.007,,
user_9,QYCYW,0.0028,,
user_9,BSC,0.0247,,
user_9,MXG,0.0319,,
user_9,JCKDE,0.1691,,
user_9,MCD,0.0223,,
user_9,DYL,0.0523,,
user_9,MFIAI,0.0632,,
user_9,DMEDL,0.0178,,
user_9,CJZH,0.2884,,
user_9,NQZQY,0.008,,
user_9,SPG,0.1497,,
user_10,DNUVH,0.1483,,
user_10,VTJ,0.6868,,
user_10,MHF,0.0252,,
user_10,O,0.1397,,
user_11,PNNJ,0.0387,,
user_11,GECO,0.0881,,
user_11,OIWV,0.0102,,
user_11,WQE,0.0141,,
user_11,YKKYB,0.0553,,
user_11,MCD,0.0997,,
user_11,AAPL,0.0485,,
user_11,VQHSG,0.0562,,
user_11,DMEDL,0.2314,,
user_11,ZBIP,0.0929,,
user_11,YBEWS,0.0361,,
user_11,ISRG,0.0053,,
user_11,CSCO,0.1258,,
user_11,CYXH,0.0977,,
user_12,OTJEE,0.103,,
user_12,VKT,0.2986,,
user_12,VBU,0.2403,,
user_12,TBN,0.0411,,
user_12,HON,0.0357,,
user_12,ISRG,0.2812,,
user_13,BLO,0.4383,,
user_13,JAQ,0.3151,,
user_13,RXCKW,0.2465,,
user_14,IDNQ,0.1904,,
user_14,NXVUY,0.0775,,
user_14,XCE,0.0018,,
user_14,JDIHD,0.0563,,
user_14,CESA,0.3538,,
user_14,SDKQI,0.0691,,
user_14,PEG,0.0062,,
user_14,YAN,0.1965,,
user_14,AZMCU,0.0484,,
user_15,JAQ,0.0082,,
user_15,YSIE,0.2177,,
user_15,WRVEF,0.0009,,
user_15,IAMWU,0.0236,,
user_15,IBM,0.03,,
user_15,CGS,0.1584,,
user_15,JPM,0.0161,,
user_15,DMEDL,0.1657,,
user_15,BFX,0.0518,,
user_15,UIPC,0.0976,,
user_15,QPOBP,0.2301,,
user_16,JDIHD,0.0962,,
user_16,CGS,0.0275,,
user_16,TSWF,0.0242,,
user_16,FRCOT,0.08,,
user_16,YRPJT,0.0276,,
user_16,ZWD,0.1641,,
user_16,UDARV,0.1495,,
user_16,NDE,0.2049,,
user_16,GCUBN,0.1527,,
user_16,IHY,0.0733,,
user_17,NWCX,0.0263,,
user_17,AAPL,0.058,,
user_17,OEXDF,0.0012,,
user_17,LJJVL,0.0028,,
user_17,QXGPF,0.2364,,
user_17,MLP,0.0423,,
user_17,YFAS,0.0022,,
user_17,LPCGG,0.0815,,
user_17,KZSU,0.0827,,
user_17,WEKSJ,0.0329,,
user_17,KUB,0.0729,,
user_17,TBW,0.1811,,
user_17,CRIJY,0.0717,,
user_17,BPVMK,0.082,,
user_17,HXJ,0.0262,,
user_18,KLCEA,0.2529,,
user_18,STI,0.2079,,
user_18,CHAT,0.0592,,
user_18,BLK,0.1301,,
user_18,ICD,0.0218,,
user_18,CRGE,0.0173,,
user_18,SYDL,0.1217,,
user_18,SIWHU,0.0614,,
user_18,EA,0.1277,,
user_19,CRGE,0.1254,,
user_19,VQHSG,0.0431,,
user_19,KTZGK,0.2399,,
user_19,FFEZZ,0.1955,,
user_19,YRPJT,0.0081,,
user_19,WEXKO,0.0115,,
user_19,EBAY,0.0112,,
user_19,LLY,0.0596,,
user_19,KO,0.0503,,
user_19,MRNFO,0.1706,,
user_19,ZVQ,0.0365,,
user_19,UPS,0.0483,,
user_20,C,0.3816,,
user_20,AOHQ,0.1447,,
user_20,GNTK,0.1654,,
user_20,LZVTK,0.0225,,
user_20,GYBI,0.0057,,
user_20,EOG,0.2801,,
user_21,WZSDR,0.0468,,
user_21,UFOO,0.0953,,
user_21,KO,0.2569,,
user_21,PPG,0.0711,,
user_21,KFGV,0.3674,,
user_21,GILD,0.1541,,
user_21,MEW,0.0085,,
user_22,MPLW,0.0105,,
user_22,DYL,0.1258,,
user_22,RNWP,0.381,,
user_22,KKS,0.0148,,
user_22,IAMWU,0.0654,,
user_22,PEG,0.045,,
user_22,ZIFP,0.0358,,
user_22,EWVG,0.1069,,
user_22,META,0.0014,,
user_22,TPVD,0.0923,,
user_22,PZS,0.0106,,
user_22,ZIFE,0.0406,,
user_22,AEP,0.0389,,
user_22,QJED,0.031,,
user_23,XEV,0.4128,,
user_23,TSXUB,0.1431,,
user_23,YKKYB,0.0681,,
user_23,CKUKT,0.0169,,
user_23,HOLB,0.0146,,
user_23,FDX,0.1623,,
user_23,LZVTK,0.0256,,
user_23,RXCKW,0.1565,,
user_24,GVNAG,0.4031,,
user_24,GAHCK,0.5119,,
user_24,YTHAJ,0.0198,,
user_24,PWENQ,0.0652,,
user_25,WGZRU,0.0496,,
user_25,ZXXVH,0.4486,,
user_25,ZVTFS,0.0541,,
user_25,KMI,0.0118,,
user_25,ZIFP,0.1009,,
user_25,JAXN,0.335,,
user_26,FQMI,0.0839,,
user_26,KLCEA,0.064,,
user_26,XBJ,0.0062,,
user_26,OCISK,0.0367,,
user_26,LPCGG,0.0218,,
user_26,T,0.1457,,
user_26,VWFC,0.3048,,
user_26,COF,0.1002,,
user_26,OTJEE,0.2369,,
user_27,XEL,0.1179,,
user_27,FKP,0.004,,
user_27,MRNFO,0.1269,,
user_27,TSM,0.0875,,
user_27,EGIO,0.0204,,
user_27,UAYQI,0.0275,,
user_27,COST,0.1016,,
user_27,CSCO,0.189,,
user_27,PFE,0.0166,,
user_27,KUB,0.1042,,
user_27,BRK.B,0.0951,,
user_27,ATVI,0.1092,,
user_28,KOV,0.0537,,
user_28,PZS,0.0029,,
user_28,YWKLZ,0.0112,,
user_28,LJJVL,0.043,,
user_28,DJU,0.0999,,
user_28,V,0.1383,,
user_28,GYBI,0.1225,,
user_28,JNAZ,0.0928,,
user_28,TMUS,0.1364,,
user_28,ABBV,0.0658,,
user_28,DAZPX,0.0001,,
user_28,YXLD,0.0778,,
user_28,XUIP,0.1555,,
user_29,BGL,0.0415,,
user_29,MRK,0.058,,
user_29,DE,0.123,,
user_29,IYNC,0.1324,,
user_29,AEUDB,0.0794,,
user_29,QXY,0.018,,
user_29,CSCO,0.0057,,
user_29,LIN,0.0195,,
user_29,YRPJT,0.2288,,
user_29,FCQZL,0.0419,,
user_29,RBQF,0.0975,,
user_29,TMUS,0.0177,,
user_29,PWENQ,0.1142,,
user_29,VVV,0.0223,,
user_30,BQD,0.1528,,
user_30,CJZH,0.0368,,
user_30,ITY,0.1003,,
user_30,GVNAG,0.0001,,
user_30,EOG,0.0178,,
user_30,BZNJK,0.0209,,
user_30,NSZ,0.0463,,
user_30,O,0.0335,,
user_30,GHPVN,0.0485,,
user_30,AMZN,0.1622,,
user_30,ONMX,0.1513,,
user_30,KFGV,0.0792,,
user_30,SVX,0.099,,
user_30,CRIJY,0.0137,,
user_30,ZWM,0.0376,,
user_31,KHC,0.0871,,
user_31,KGSTJ,0.1352,,
user_31,FYQM,0.1163,,
user_31,YFAS,0.1105,,
user_31,LPCGG,0.0047,,
user_31,WPTHF,0.2452,,
user_31,WMT,0.048,,
user_31,XCE,0.024,,
user_31,JIPE,0.0141,,
user_31,IIVI,0.211,,
user_31,WGZRU,0.0039,,
user_32,IYNC,0.1117,,
user_32,LPCGG,0.0101,,
user_32,HWCF,0.1573,,
user_32,ES,0.0017,,
user_32,DHPS,0.006,,
user_32,UGHWD,0.0005,,
user_32,XWNX,0.0005,,
user_32,UAYQI,0.1089,,
user_32,SPG,0.061,,
user_32,PZS,0.0949,,
user_32,UIPC,0.0013,,
user_32,YFAS,0.0028,,
user_32,BZNJK,0.2127,,
user_32,TPGD,0.0283,,
user_32,BUQBX,0.0061,,
user_32,VFK,0.0247,,
user_32,CYXH,0.0046,,
user_32,NVDA,0.1668,,
user_33,MDT,0.1156,,
user_33,QYCYW,0.0202,,
user_33,JQF,0.0753,,
user_33,JRS,0.1175,,
user_33,SGBBF,0.1228,,
user_33,MGIST,0.0326,,
user_33,ZXXVH,0.0072,,
user_33,EYYM,0.1934,,
user_33,AOHQ,0.2439,,
user_33,DE,0.0714,,
user_34,LJDNU,0.4009,,
user_34,XBJ,0.156,,
user_34,CVX,0.0607,,
user_34,UWBU,0.2149,,
user_34,QCAJ,0.1674,,
user_35,MLP,0.1323,,
user_35,MDT,0.1587,,
user_35,EMI,0.0323,,
user_35,VLO,0.0106,,
user_35,EGIO,0.0862,,
user_35,CESA,0.0148,,
user_35,GAX,0.0489,,
user_35,OIWV,0.0616,,
user_35,VKVP,0.1055,,
user_35,XJESR,0.013,,
user_35,TPGD,0.1006,,
user_35,MGIST,0.0399,,
user_35,QCCEY,0.0423,,
user_35,SHW,0.1534,,
user_36,PNNJ,0.0192,,
user_36,EIZU,0.0012,,
user_36,EA,0.0124,,
user_36,TPVD,0.0583,,
user_36,TJX,0.076,,
user_36,COP,0.028,,
user_36,LMT,0.0252,,
user_36,PAEFI,0.0175,,
user_36,DZMIH,0.0707,,
user_36,LEA,0.0215,,
user_36,YSBN,0.0114,,
user_36,GVNAG,0.0516,,
user_36,CESA,0.0292,,
user_36,KYQR,0.0033,,
user_36,IYNC,0.0456,,
user_36,RYTJ,0.0212,,
user_36,AKNDY,0.0769,,
user_36,UDYD,0.1154,,
user_36,QMC,0.1348,,
user_36,CYRJ,0.1805,,
user_37,OVI,0.0699,,
user_37,DJU,0.0164,,
user_37,QGCNO,0.0107,,
user_37,NSZ,0.4253,,
user_37,WZE,0.1177,,
user_37,MLP,0.0192,,
user_37,GECO,0.053,,
user_37,VQHSG,0.0188,,
user_37,HON,0.0214,,
user_37,ZWM,0.0147,,
user_37,KZSU,0.1826,,
user_37,YDCY,0.0502,,
user_38,AMZN,0.5725,,
user_38,VZWG,0.3287,,
user_38,URIF,0.0987,,
user_39,MXG,0.267,,
user_39,ZKZU,0.4129,,
user_39,RBQF,0.064,,
user_39,JCKDE,0.009,,
user_39,NQZQY,0.1109,,
user_39,BFX,0.0144,,
user_39,KYQR,0.1217,,
user_40,XJGH,0.3267,,
user_40,AOHQ,0.1231,,
user_40,RBQF,0.0331,,
user_40,OJQHJ,0.0411,,
user_40,KOV,0.476,,
user_41,ZVQ,0.3027,,
user_41,ICNG,0.1008,,
user_41,NRXW,0.2328,,
user_41,GECO,0.0027,,
user_41,RUTXW,0.3255,,
user_41,WEXKO,0.0355,,
user_42,CRGE,0.0213,,
user_42,GTR,0.0615,,
user_42,WMT,0.0491,,
user_42,XFGJD,0.0121,,
user_42,UXNI,0.0949,,
user_42,WXFBB,0.0678,,
user_42,ZXXVH,0.1876,,
user_42,NXVUY,0.2643,,
user_42,MCD,0.0392,,
user_42,BPVMK,0.0381,,
user_42,SPG,0.1515,,
user_42,CYXH,0.01,,
user_42,TWVT,0.0028,,
user_43,WZE,0.0015,,
user_43,JDQBO,0.2632,,
user_43,OXY,0.7317,,
user_43,SAQPE,0.0036,,
user_44,NEE,0.0821,,
user_44,QMEYU,0.1059,,
user_44,KLCEA,0.0533,,
user_44,D,0.5896,,
user_44,ASGLQ,0.1691,,
user_45,TWTEW,0.1144,,
user_45,WZE,0.0908,,
user_45,DJU,0.2237,,
user_45,JAXN,0.2097,,
user_45,UAYQI,0.1656,,
user_45,RZWO,0.0896,,
user_45,IDKWV,0.1062,,
user_46,KGGET,0.0287,,
user_46,DIS,0.027,,
user_46,BGL,0.1998,,
user_46,PSA,0.0248,,
user_46,OVI,0.1891,,
user_46,AMGN,0.0199,,
user_46,FQMI,0.0791,,
user_46,DMEDL,0.0652,,
user_46,ZQXQ,0.1461,,
user_46,PSXGZ,0.2203,,
user_47,OEXDF,0.0328,,
user_47,DD,0.0679,,
user_47,HOQUN,0.0224,,
user_47,KGGET,0.0469,,
user_47,DQDVR,0.0319,,
user_47,BQD,0.3794,,
user_47,QOD,0.0642,,
user_47,GOOG,0.0352,,
user_47,XET,0.0123,,
user_47,IDNQ,0.0479,,
user_47,AKNDY,0.259,,
user_48,JNAZ,0.0906,,
user_48,CHTR,0.011,,
user_48,BDXCX,0.0009,,
user_48,NUPAK,0.068,,
user_48,NJDAU,0.2327,,
user_48,ZVTFS,0.0244,,
user_48,DLR,0.0349,,
user_48,TSM,0.125,,
user_48,EIZU,0.0346,,
user_48,MCD,0.0564,,
user_48,YDCY,0.0025,,
user_48,BGL,0.0833,,
user_48,AMGN,0.2356,,
user_49,WCVQF,0.7696,,
user_49,RZWO,0.1469,,
user_49,PTB,0.0835,,
user_50,DXJS,0.2667,,
user_50,GTR,0.0327,,
user_50,XEL,0.3325,,
user_50,HON,0.3472,,
user_50,DMG,0.0209,,
user_51,YSBN,0.1001,,
user_51,ZWD,0.0094,,
user_51,WZO,0.1046,,
user_51,ORCL,0.0014,,
user_51,FSMAR,0.102,,
user_51,AMJJL,0.1303,,
user_51,WCVQF,0.1005,,
user_51,UQL,0.1199,,
user_51,CHIB,0.1482,,
user_51,ZFCI,0.0535,,
user_51,EWVG,0.0385,,
user_51,WZETW,0.0915,,
user_52,RYTJ,0.0606,,
user_52,YAN,0.0862,,
user_52,QCAJ,0.1181,,
user_52,VIB,0.1034,,
user_52,NYAH,0.0632,,
user_52,TWTEW,0.5685,,
user_53,EMI,0.0118,,
user_53,KO,0.103,,
user_53,QCCEY,0.4088,,
user_53,GXMO,0.0127,,
user_53,MZHL,0.049,,
user_53,AMD,0.0509,,
user_53,XWNX,0.1516,,
user_53,COST,0.034,,
user_53,KHC,0.1755,,
user_53,DXJS,0.0027,,
user_54,IAA,0.935,,
user_54,DXJS,0.0199,,
user_54,GKZW,0.0451,,
user_55,SJFHF,0.0554,,
user_55,TWTEW,0.0763,,
user_55,AZWOG,0.0597,,
user_55,JPM,0.044,,
user_55,LZVTK,0.0927,,
user_55,NEE,0.0118,,
user_55,AEP,0.1654,,
user_55,UPS,0.0791,,
user_55,SBUX,0.095,,
user_55,MARWY,0.003,,
user_55,JDQBO,0.0536,,
user_55,PSXGZ,0.0448,,
user_55,TMO,0.1199,,
user_55,TAEI,0.0993,,
user_56,PZZ,0.0348,,
user_56,SAGAI,0.0137,,
user_56,XBJ,0.0278,,
user_56,GYBI,0.2022,,
user_56,PNC,0.043,,
user_56,BA,0.2349,,
user_56,NUE,0.0434,,
user_56,PYQI,0.4001,,
user_57,DAZPX,0.0532,,
user_57,BPVMK,0.084,,
user_57,MYG,0.0585,,
user_57,ICNG,0.7184,,
user_57,PUME,0.0859,,
user_58,HXJ,0.8581,,
user_58,AWESN,0.0886,,
user_58,T,0.0533,,
user_59,ZENTU,0.1904,,
user_59,UVGBX,0.0423,,
user_59,BFX,0.1055,,
user_59,BDXCX,0.0458,,
user_59,OTJEE,0.1399,,
user_59,MRK,0.0794,,
user_59,CYRJ,0.1078,,
user_59,FRCOT,0.1202,,
user_59,RTX,0.016,,
user_59,SLB,0.0366,,
user_59,URIF,0.0318,,
user_59,KCOHL,0.0799,,
user_59,PSX,0.0044,,
user_60,QYCYW,0.1396,,
user_60,AEP,0.002,,
user_60,PNNJ,0.3952,,
user_60,NUE,0.4632,,
user_61,KGGET,0.0176,,
user_61,FQMI,0.0167,,
user_61,GWCGU,0.0496,,
user_61,RNWP,0.0254,,
user_61,ETIDB,0.0068,,
user_61,WFC,0.2267,,
user_61,WMPBW,0.1782,,
user_61,UIPC,0.0048,,
user_61,SGBBF,0.0204,,
user_61,DJU,0.1089,,
user_61,FSMAR,0.0062,,
user_61,VFK,0.2232,,
user_61,NFLX,0.0013,,
user_61,NEM,0.0684,,
user_61,TMUS,0.0456,,
user_62,UUJ,0.0518,,
user_62,BDXCX,0.103,,
user_62,IIVI,0.0022,,
user_62,RNWP,0.0777,,
user_62,LOW,0.1443,,
user_62,IAA,0.0974,,
user_62,NQRZI,0.0366,,
user_62,TWVT,0.0163,,
user_62,ITY,0.1001,,
user_62,MS,0.0359,,
user_62,WMPBW,0.1284,,
user_62,ZTCVV,0.0022,,
user_62,BPVMK,0.0009,,
user_62,JCII,0.0541,,
user_62,GOOG,0.0099,,
user_62,CUMJF,0.1393,,
user_63,NEE,0.0116,,
user_63,KCOHL,0.3936,,
user_63,LJDNU,0.0442,,
user_63,OEYJ,0.278,,
user_63,KLCEA,0.043,,
user_63,AZWOG,0.0702,,
user_63,BLK,0.0314,,
user_63,FRCOT,0.0067,,
user_63,EA,0.1211,,
user_64,EMI,0.0778,,
user_64,EPC,0.1656,,
user_64,UXNI,0.1674,,
user_64,PEP,0.1132,,
user_64,OJQHJ,0.0071,,
user_64,QFOIH,0.0467,,
user_64,KNZWJ,0.0306,,
user_64,EYYM,0.0098,,
user_64,IBM,0.3788,,
user_64,JOVYJ,0.003,,
user_65,XUIP,0.0079,,
user_65,NDE,0.9909,,
user_65,ETFZ,0.0013,,
user_66,MMM,0.0283,,
user_66,GTR,0.2448,,
user_66,KCJ,0.0857,,
user_66,PZS,0.1693,,
user_66,UNP,0.466,,
user_66,ZBIP,0.0059,,
user_67,YAN,0.0962,,
user_67,JMSVD,0.1813,,
user_67,VLO,0.7225,,
user_68,OXY,0.0079,,
user_68,OCISK,0.1285,,
user_68,MHL,0.0661,,
user_68,WMPBW,0.0033,,
user_68,GXMO,0.0292,,
user_68,QUY,0.1089,,
user_68,PG,0.114,,
user_68,KO,0.1046,,
user_68,ISRG,0.0063,,
user_68,COF,0.0343,,
user_68,JIPE,0.03,,
user_68,ZWM,0.027,,
user_68,ZVTFS,0.0236,,
user_68,YRPJT,0.0968,,
user_68,TBW,0.0776,,
user_68,XEV,0.0103,,
user_68,GILD,0.0755,,
user_68,RCNT,0.0562,,
user_69,NQRZI,0.0016,,
user_69,UWBU,0.0037,,
user_69,DQDVR,0.0982,,
user_69,GYBI,0.025,,
user_69,WFC,0.2064,,
user_69,PEEEF,0.1115,,
user_69,AMGN,0.0484,,
user_69,QUY,0.1438,,
user_69,MRNFO,0.0056,,
user_69,EIFA,0.0698,,
user_69,BA,0.0413,,
user_69,ISRG,0.0622,,
user_69,KFGV,0.0607,,
user_69,PLD,0.1219,,
user_70,TGT,0.0771,,
user_70,WDC,0.0528,,
user_70,LEA,0.0573,,
user_70,MXG,0.0734,,
user_70,QNVEB,0.0392,,
user_70,ORCL,0.0735,,
user_70,PZS,0.0577,,
user_70,OXKVX,0.0112,,
user_70,OHOZC,0.0076,,
user_70,MHF,0.4354,,
user_70,MPC,0.0958,,
user_70,SIY,0.0191,,
user_71,XWNX,0.1097,,
user_71,JAQ,0.0189,,
user_71,IHEBT,0.0539,,
user_71,EVEDJ,0.1126,,
user_71,KOJYL,0.1051,,
user_71,WTYGN,0.1007,,
user_71,PEP,0.0964,,
user_71,MGIST,0.065,,
user_71,LPCGG,0.0711,,
user_71,EAX,0.1729,,
user_71,MIJB,0.085,,
user_71,AKNDY,0.0086,,
user_72,BMY,0.0301,,
user_72,JFQB,0.0463,,
user_72,KLCEA,0.0105,,
user_72,USBOR,0.2426,,
user_72,TBW,0.0613,,
user_72,CGS,0.0635,,
user_72,OMC,0.0594,,
user_72,EJM,0.0726,,
user_72,RUVE,0.0249,,
user_72,GWCGU,0.1483,,
user_72,GILD,0.2405,,
user_73,EQIX,0.2243,,
user_73,AWESN,0.056,,
user_73,ITW,0.0051,,
user_73,MEW,0.0266,,
user_73,AJNT,0.1975,,
user_73,ZKZU,0.2515,,
user_73,NDE,0.118,,
user_73,SBUX,0.0047,,
user_73,ZIFE,0.1165,,
user_74,GE,0.2479,,
user_74,XUQN,0.0148,,
user_74,COST,0.2716,,
user_74,TPGD,0.3419,,
user_74,UVGBX,0.1238,,
user_75,FDX,0.3403,,
user_75,NWCX,0.051,,
user_75,SHW,0.0271,,
user_75,CYXH,0.0071,,
user_75,PEP,0.3242,,
user_75,NYAH,0.0039,,
user_75,JPM,0.0383,,
user_75,HOLB,0.0606,,
user_75,YNVUS,0.0397,,
user_75,MPC,0.0006,,
user_75,HNN,0.0445,,
user_75,OTJEE,0.0267,,
user_75,RUVE,0.0225,,
user_75,CGS,0.0134,,
user_76,QOD,0.0155,,
user_76,GNTK,0.1027,,
user_76,JCII,0.2239,,
user_76,QHDMR,0.5324,,
user_76,GAX,0.1255,,
user_77,VKT,0.0229,,
user_77,OJQHJ,0.0327,,
user_77,NUPAK,0.0788,,
user_77,FKP,0.0397,,
user_77,WZETW,0.0453,,
user_77,KCOHL,0.0092,,
user_77,TMO,0.0472,,
user_77,KOV,0.2185,,
user_77,UNP,0.0251,,
user_77,SFO,0.0113,,
user_77,TFC,0.0394,,
user_77,AKNDY,0.0449,,
user_77,DWC,0.3702,,
user_77,VBU,0.0148,,
user_78,V,0.1678,,
user_78,ZAPR,0.1001,,
user_78,ZIFP,0.2941,,
user_78,ZBIP,0.4381,,
user_79,HOQUN,0.531,,
user_79,DMEDL,0.0782,,
user_79,NRXW,0.3907,,
user_80,QGCNO,0.0069,,
user_80,TPGD,0.1071,,
user_80,XEL,0.0213,,
user_80,EA,0.0146,,
user_80,CMI,0.16,,
user_80,BZNJK,0.0187,,
user_80,FDX,0.0367,,
user_80,PZS,0.317,,
user_80,QMC,0.026,,
user_80,PNC,0.0039,,
user_80,CRGE,0.1434,,
user_80,FSMAR,0.0268,,
user_80,ZQXQ,0.1178,,
user_81,FKP,0.1104,,
user_81,MIJB,0.0077,,
user_81,EVEDJ,0.3933,,
user_81,UUJ,0.3252,,
user_81,JNJ,0.0998,,
user_81,TMUS,0.0637,,
user_82,RUTXW,0.0105,,
user_82,HXJ,0.1727,,
user_82,TPVD,0.0483,,
user_82,YTHAJ,0.7343,,
user_82,NQRZI,0.0032,,
user_82,WEXKO,0.0311,,
user_83,IHEBT,0.0006,,
user_83,WRVEF,0.0188,,
user_83,ZENTU,0.1977,,
user_83,PFE,0.0688,,
user_83,QXY,0.0941,,
user_83,CVX,0.12,,
user_83,XJGH,0.2327,,
user_83,YTHAJ,0.0132,,
user_83,UNH,0.0681,,
user_83,LTWN,0.0391,,
user_83,EUOQ,0.0382,,
user_83,QPOBP,0.0906,,
user_83,XYE,0.018,,
user_84,JAQ,0.6351,,
user_84,GAHCK,0.2851,,
user_84,TGT,0.0797,,
user_85,ISRG,0.1397,,
user_85,INTC,0.0115,,
user_85,MPLW,0.0523,,
user_85,AWESN,0.0241,,
user_85,PJS,0.2275,,
user_85,PSX,0.0705,,
user_85,NUE,0.0752,,
user_85,CJZH,0.0581,,
user_85,KNR,0.1682,,
user_85,AEC,0.0268,,
user_85,SVX,0.0623,,
user_85,RJTP,0.0189,,
user_85,QHDMR,0.0162,,
user_85,KOV,0.0487,,
user_86,EAX,0.7583,,
user_86,PAEFI,0.1326,,
user_86,GVNAG,0.0042,,
user_86,BLO,0.0119,,
user_86,TWTEW,0.093,,
user_87,LHDV,0.0051,,
user_87,IYNC,0.025,,
user_87,TGF,0.0642,,
user_87,GHPVN,0.0159,,
user_87,EMI,0.0983,,
user_87,HOLB,0.2102,,
user_87,TWVT,0.1799,,
user_87,BA,0.375,,
user_87,EBAY,0.0127,,
user_87,XIL,0.0064,,
user_87,BEVHX,0.0072,,
user_88,AEC,0.1611,,
user_88,RCNT,0.4849,,
user_88,BA,0.0947,,
user_88,WZE,0.0426,,
user_88,YAN,0.2166,,
user_89,STI,0.0315,,
user_89,DZMIH,0.2689,,
user_89,BEVHX,0.0501,,
user_89,IYNC,0.001,,
user_89,MRK,0.0957,,
user_89,HEPPY,0.1835,,
user_89,JDQBO,0.0925,,
user_89,VKT,0.0218,,
user_89,LTWN,0.1338,,
user_89,PNNJ,0.0589,,
user_89,IBM,0.0483,,
user_89,NDE,0.014,,
user_90,VVV,0.0373,,
user_90,LLY,0.0791,,
user_90,BAC,0.1173,,
user_90,GAX,0.1434,,
user_90,RPP,0.0535,,
user_90,VBU,0.1378,,
user_90,DAZPX,0.2155,,
user_90,SAQPE,0.0813,,
user_90,UWJ,0.1348,,
user_91,OJQHJ,0.2235,,
user_91,QFOIH,0.0318,,
user_91,COP,0.1247,,
user_91,ETIDB,0.0695,,
user_91,AEC,0.1081,,
user_91,IZKE,0.1636,,
user_91,AMGN,0.0783,,
user_91,YAU,0.0586,,
user_91,XEL,0.0143,,
user_91,XUIP,0.0537,,
user_91,YRPJT,0.0738,,
user_92,NEM,0.1192,,
user_92,HEVQV,0.0604,,
user_92,FYQM,0.1805,,
user_92,MARWY,0.1517,,
user_92,WNVNM,0.0394,,
user_92,ICNG,0.0707,,
user_92,XUQN,0.0949,,
user_92,CRGE,0.2832,,
user_93,CSCO,0.007,,
user_93,HOLB,0.0324,,
user_93,OJQHJ,0.0062,,
user_93,QMEYU,0.071,,
user_93,LOSIC,0.0331,,
user_93,MARWY,0.0218,,
user_93,NUPAK,0.1176,,
user_93,CRIJY,0.3331,,
user_93,XEV,0.0822,,
user_93,XUIP,0.0006,,
user_93,SBUX,0.2293,,
user_93,AMD,0.0095,,
user_93,YAP,0.0222,,
user_93,JQF,0.0339,,
user_94,DJU,0.0275,,
user_94,GOOGL,0.0985,,
user_94,RSNS,0.4108,,
user_94,DLR,0.0541,,
user_94,IAMWU,0.0548,,
user_94,XYE,0.1583,,
user_94,JCII,0.1961,,
user_95,IAMWU,0.1711,,
user_95,NVDA,0.0154,,
user_95,QYCYW,0.4017,,
user_95,BLO,0.2508,,
user_95,MS,0.1611,,
user_96,O,0.0446,,
user_96,ESS,0.2778,,
user_96,VQHSG,0.1372,,
user_96,JFQB,0.0228,,
user_96,HEARM,0.0743,,
user_96,IAMWU,0.0201,,
user_96,BFX,0.0638,,
user_96,AVB,0.0993,,
user_96,ETN,0.0473,,
user_96,SPM,0.0271,,
